Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1128299,11/09/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,60,341,20460.0,7600.72,0.37,Outlet
Foot Locker,1185732,11/09/2021,Southeast,Florida,Miami,Women's Athletic Footwear,73,344,25112.0,9971.79,0.4,Online
Kohl's,1189833,11/09/2021,South,Arkansas,Fayetteville,Women's Athletic Footwear,73,432,31536.0,12195.18,0.39,Online
Kohl's,1189833,11/09/2021,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,32,505,16160.0,6977.38,0.43,Online
Kohl's,1189833,11/09/2021,West,Colorado,Colorado Springs,Women's Street Footwear,35,434,15190.0,4080.17,0.27,Outlet
Amazon,1167421,11/09/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,59,693,40887.0,14147.32,0.35,Outlet
Foot Locker,1185732,11/09/2021,West,Washington,Seattle,Men's Street Footwear,60,118,7080.0,2050.46,0.29,Outlet
West Gear,1105732,11/09/2021,Southeast,Florida,Tampa,Men's Apparel,57,400,22800.0,7010.28,0.31,Online
Sports Direct,1128299,11/09/2021,West,Washington,Spokane,Men's Athletic Footwear,61,676,41236.0,18994.33,0.46,In-store
Walmart,1197831,11/09/2021,Midwest,Illinois,Peoria,Women's Athletic Footwear,78,208,16224.0,5873.48,0.36,Online
Foot Locker,1185732,11/09/2021,Northeast,Pennsylvania,Allentown,Women's Athletic Footwear,76,400,30400.0,11344.94,0.37,Online
West Gear,1105732,11/09/2021,West,Colorado,Denver,Women's Street Footwear,64,574,36736.0,12290.95,0.33,Outlet
West Gear,1105732,11/09/2021,South,Louisiana,New Orleans,Women's Street Footwear,62,187,11594.0,3878.74,0.33,Outlet
Sports Direct,1128299,11/10/2020,West,Oregon,Eugene,Men's Apparel,35,679,23765.0,9365.96,0.39,In-store
Walmart,1197831,11/10/2020,West,Colorado,Aurora,Men's Street Footwear,45,310,13950.0,4044.43,0.29,Outlet
Kohl's,1189833,11/10/2020,Southeast,North Carolina,Durham,Men's Athletic Footwear,70,688,48160.0,16660.65,0.35,Outlet
West Gear,1105732,11/10/2020,Midwest,Illinois,Springfield,Men's Apparel,28,579,16212.0,7761.34,0.48,In-store
Foot Locker,1185732,11/10/2020,South,Texas,Houston,Men's Athletic Footwear,79,96,7584.0,2729.58,0.36,In-store
Kohl's,1189833,11/10/2020,West,Nevada,Henderson,Men's Apparel,39,330,12870.0,3469.68,0.27,Outlet
Foot Locker,1185732,11/10/2020,Midwest,Ohio,Columbus,Women's Street Footwear,48,693,33264.0,15333.3,0.46,In-store
Kohl's,1189833,11/10/2020,Southeast,Florida,Orlando,Women's Street Footwear,37,124,4588.0,2101.37,0.46,In-store
Sports Direct,1128299,11/10/2020,Northeast,Massachusetts,Boston,Men's Athletic Footwear,66,190,12540.0,5773.3,0.46,In-store
Foot Locker,1185732,11/10/2020,West,California,San Diego,Women's Athletic Footwear,65,611,39715.0,11693.78,0.29,Outlet
West Gear,1105732,11/10/2020,Southeast,Virginia,Norfolk,Women's Street Footwear,50,89,4450.0,1568.28,0.35,In-store
Walmart,1197831,11/10/2020,Midwest,Michigan,Ann Arbor,Men's Street Footwear,49,82,4018.0,1805.39,0.45,Online
Kohl's,1189833,11/10/2020,Southeast,North Carolina,Durham,Men's Street Footwear,57,281,16017.0,5313.37,0.33,In-store
West Gear,1105732,11/10/2021,Southeast,North Carolina,Raleigh,Men's Apparel,34,595,20230.0,7576.63,0.37,In-store
Sports Direct,1128299,11/10/2021,West,Washington,Tacoma,Men's Apparel,35,173,6055.0,2359.34,0.39,In-store
Amazon,1167421,11/10/2021,South,Oklahoma,Norman,Men's Street Footwear,62,399,24738.0,7894.66,0.32,In-store
Walmart,1197831,11/10/2021,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,51,516,26316.0,8177.92,0.31,Online
Amazon,1167421,11/10/2021,Midwest,Minnesota,Saint Paul,Men's Street Footwear,51,471,24021.0,10210.91,0.43,Online
Sports Direct,1128299,11/10/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,61,590,35990.0,14380.3,0.4,In-store
Kohl's,1189833,11/10/2021,Midwest,Illinois,Peoria,Women's Apparel,43,392,16856.0,6009.09,0.36,In-store
Foot Locker,1185732,11/10/2021,Northeast,New Jersey,Jersey City,Men's Apparel,50,673,33650.0,14041.71,0.42,In-store
West Gear,1105732,11/11/2020,West,California,Los Angeles,Men's Apparel,41,242,9922.0,4134.19,0.42,In-store
Walmart,1197831,11/11/2020,West,California,Los Angeles,Women's Apparel,64,638,40832.0,17278.05,0.42,Online
West Gear,1105732,11/11/2020,South,Louisiana,Baton Rouge,Women's Athletic Footwear,59,568,33512.0,11684.26,0.35,Outlet
Kohl's,1189833,11/11/2020,South,Mississippi,Gulfport,Women's Athletic Footwear,82,691,56662.0,15873.98,0.28,Online
Kohl's,1189833,11/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,82,408,33456.0,9959.47,0.3,Outlet
Foot Locker,1185732,11/11/2020,Southeast,Tennessee,Nashville,Women's Apparel,51,660,33660.0,7874.27,0.23,Outlet
West Gear,1105732,11/11/2020,West,California,San Francisco,Women's Athletic Footwear,79,106,8374.0,3081.08,0.37,Outlet
Amazon,1167421,11/11/2020,Southeast,North Carolina,Durham,Women's Apparel,36,141,5076.0,2348.57,0.46,In-store
Sports Direct,1128299,11/11/2020,Southeast,Virginia,Richmond,Men's Apparel,41,620,25420.0,7770.8,0.31,Online
Walmart,1197831,11/11/2020,Southeast,Georgia,Augusta,Women's Apparel,39,298,11622.0,3814.36,0.33,In-store
Amazon,1167421,11/11/2020,South,Mississippi,Jackson,Women's Street Footwear,45,499,22455.0,7845.2,0.35,In-store
Kohl's,1189833,11/11/2020,Midwest,Ohio,Columbus,Women's Apparel,37,71,2627.0,740.32,0.28,Outlet
Kohl's,1189833,11/11/2021,Midwest,Minnesota,Saint Paul,Women's Apparel,62,697,43214.0,14010.07,0.32,In-store
Amazon,1167421,11/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,78,491,38298.0,12538.39,0.33,Outlet
Sports Direct,1128299,11/11/2021,Northeast,New York,New York,Women's Apparel,57,648,36936.0,11556.39,0.31,Outlet
Sports Direct,1128299,11/11/2021,Southeast,Georgia,Augusta,Women's Street Footwear,37,200,7400.0,2767.12,0.37,Outlet
Sports Direct,1128299,11/11/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,77,527,40579.0,13344.38,0.33,Outlet
Amazon,1167421,11/11/2021,Northeast,New York,Albany,Women's Street Footwear,60,344,20640.0,5548.44,0.27,Outlet
Foot Locker,1185732,11/11/2021,Southeast,Virginia,Virginia Beach,Men's Street Footwear,70,294,20580.0,7177.0,0.35,In-store
West Gear,1105732,11/11/2021,Northeast,Connecticut,New Haven,Men's Athletic Footwear,86,572,49192.0,14135.81,0.29,Online
Kohl's,1189833,11/11/2021,Southeast,Virginia,Richmond,Men's Apparel,39,310,12090.0,3377.89,0.28,Online
West Gear,1105732,11/11/2021,South,Louisiana,Shreveport,Women's Athletic Footwear,66,435,28710.0,8794.92,0.31,Online
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,50,546,27300.0,8668.79,0.32,Outlet
West Gear,1105732,11/12/2020,Southeast,North Carolina,Raleigh,Women's Apparel,46,541,24886.0,8463.26,0.34,In-store
Amazon,1167421,11/12/2020,Southeast,North Carolina,Raleigh,Women's Apparel,34,88,2992.0,808.34,0.27,Outlet
Walmart,1197831,11/12/2020,West,Washington,Tacoma,Men's Athletic Footwear,72,371,26712.0,10637.62,0.4,In-store
Kohl's,1189833,11/12/2020,Northeast,Connecticut,Stamford,Women's Apparel,38,274,10412.0,4173.67,0.4,Online
Kohl's,1189833,11/12/2020,West,Oregon,Portland,Men's Apparel,47,116,5452.0,2145.32,0.39,In-store
Sports Direct,1128299,11/12/2020,Midwest,Michigan,Ann Arbor,Women's Street Footwear,63,148,9324.0,2998.18,0.32,In-store
Walmart,1197831,11/12/2020,Midwest,Ohio,Cleveland,Women's Street Footwear,58,557,32306.0,10968.95,0.34,Outlet
Walmart,1197831,11/12/2020,Southeast,Florida,Tampa,Men's Street Footwear,55,240,13200.0,4183.91,0.32,Online
Kohl's,1189833,11/12/2020,Northeast,Connecticut,Hartford,Men's Street Footwear,67,510,34170.0,12988.33,0.38,Online
Walmart,1197831,11/12/2020,South,Oklahoma,Norman,Women's Athletic Footwear,69,616,42504.0,13185.54,0.31,Outlet
Sports Direct,1128299,11/12/2020,West,California,Los Angeles,Men's Apparel,41,562,23042.0,9692.65,0.42,In-store
Sports Direct,1128299,11/12/2020,Midwest,Ohio,Cleveland,Men's Apparel,58,266,15428.0,3621.32,0.23,Outlet
Kohl's,1189833,11/12/2020,Northeast,Connecticut,Hartford,Women's Athletic Footwear,77,226,17402.0,5614.56,0.32,In-store
Kohl's,1189833,11/12/2020,Midwest,Illinois,Chicago,Men's Apparel,32,614,19648.0,6190.43,0.32,Online
West Gear,1105732,11/12/2020,Northeast,New York,New York,Men's Athletic Footwear,64,278,17792.0,5778.59,0.32,Outlet
Walmart,1197831,11/12/2020,Southeast,Tennessee,Memphis,Women's Athletic Footwear,76,585,44460.0,12830.95,0.29,Online
West Gear,1105732,11/12/2020,South,Oklahoma,Norman,Women's Street Footwear,63,564,35532.0,12888.56,0.36,Online
Amazon,1167421,11/12/2021,Southeast,Tennessee,Memphis,Men's Apparel,30,623,18690.0,6377.57,0.34,In-store
Foot Locker,1185732,11/12/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,78,505,39390.0,11638.41,0.3,Online
Walmart,1197831,11/12/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,57,134,7638.0,2093.48,0.27,Online
West Gear,1105732,11/12/2021,Midwest,Minnesota,Rochester,Men's Athletic Footwear,57,96,5472.0,1617.07,0.3,Online
West Gear,1105732,11/12/2021,Southeast,Florida,Jacksonville,Women's Athletic Footwear,77,155,11935.0,4355.71,0.36,Outlet
Amazon,1167421,11/12/2021,Southeast,Florida,Jacksonville,Women's Athletic Footwear,53,266,14098.0,5153.51,0.37,Outlet
Sports Direct,1128299,11/12/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,70,652,45640.0,15090.18,0.33,Outlet
Sports Direct,1128299,11/12/2021,Southeast,Florida,Jacksonville,Women's Apparel,33,673,22209.0,9846.51,0.44,In-store
Foot Locker,1185732,11/12/2021,Southeast,Virginia,Richmond,Women's Street Footwear,49,653,31997.0,12731.24,0.4,Online
Foot Locker,1185732,11/12/2021,South,Texas,Dallas,Men's Athletic Footwear,51,124,6324.0,2272.67,0.36,Outlet
West Gear,1105732,11/12/2021,Southeast,Tennessee,Knoxville,Women's Apparel,61,163,9943.0,4152.47,0.42,In-store
Kohl's,1189833,11/13/2020,South,Texas,Dallas,Women's Athletic Footwear,84,235,19740.0,7813.56,0.4,Online
Sports Direct,1128299,11/13/2020,Midwest,Michigan,Detroit,Men's Apparel,56,263,14728.0,6390.19,0.43,In-store
West Gear,1105732,11/13/2020,South,Louisiana,Baton Rouge,Women's Athletic Footwear,82,294,24108.0,9600.0,0.4,Online
West Gear,1105732,11/13/2020,Midwest,Minnesota,Rochester,Women's Street Footwear,67,656,43952.0,16126.72,0.37,Outlet
West Gear,1105732,11/13/2020,South,Texas,Austin,Men's Street Footwear,46,348,16008.0,5555.39,0.35,Online
West Gear,1105732,11/13/2020,West,Oregon,Portland,Men's Apparel,56,544,30464.0,10017.7,0.33,Outlet
West Gear,1105732,11/13/2020,Southeast,Tennessee,Memphis,Women's Street Footwear,53,404,21412.0,9899.97,0.46,In-store
Foot Locker,1185732,11/13/2020,West,Oregon,Salem,Women's Athletic Footwear,85,176,14960.0,4312.79,0.29,Outlet
Sports Direct,1128299,11/13/2020,Southeast,Georgia,Augusta,Men's Athletic Footwear,84,124,10416.0,4862.01,0.47,In-store
Amazon,1167421,11/13/2021,West,Oregon,Eugene,Men's Athletic Footwear,72,207,14904.0,5807.9,0.39,Online
West Gear,1105732,11/13/2021,South,Arkansas,Fayetteville,Men's Street Footwear,40,464,18560.0,5050.79,0.27,Online
Amazon,1167421,11/13/2021,Southeast,Florida,Orlando,Women's Street Footwear,46,189,8694.0,3262.38,0.38,Online
Amazon,1167421,11/13/2021,Midwest,Minnesota,Minneapolis,Women's Street Footwear,48,336,16128.0,5756.57,0.36,In-store
West Gear,1105732,11/13/2021,South,Arkansas,Fayetteville,Women's Athletic Footwear,50,421,21050.0,7563.42,0.36,Outlet
Foot Locker,1185732,11/13/2021,Southeast,Georgia,Augusta,Men's Athletic Footwear,57,445,25365.0,7691.01,0.3,Online
Kohl's,1189833,11/13/2021,Southeast,North Carolina,Charlotte,Men's Apparel,49,571,27979.0,8195.35,0.29,Online
Sports Direct,1128299,11/13/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,72,445,32040.0,11332.2,0.35,Online
Walmart,1197831,11/13/2021,Midwest,Minnesota,Rochester,Men's Apparel,27,305,8235.0,3685.53,0.45,In-store
Amazon,1167421,11/13/2021,Midwest,Illinois,Springfield,Women's Street Footwear,47,331,15557.0,4918.4,0.32,In-store
West Gear,1105732,11/13/2021,Midwest,Illinois,Peoria,Women's Athletic Footwear,73,348,25404.0,9128.68,0.36,In-store
Amazon,1167421,11/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,80,159,12720.0,3717.19,0.29,Outlet
Amazon,1167421,11/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,89,281,25009.0,6015.62,0.24,Outlet
Foot Locker,1185732,11/13/2021,West,Colorado,Colorado Springs,Men's Athletic Footwear,59,540,31860.0,13133.75,0.41,Online
Foot Locker,1185732,11/13/2021,Southeast,Tennessee,Memphis,Women's Street Footwear,39,315,12285.0,3639.3,0.3,Online
West Gear,1105732,11/13/2021,Northeast,New Jersey,Trenton,Women's Street Footwear,43,564,24252.0,9081.42,0.37,Online
Foot Locker,1185732,11/13/2021,West,Nevada,Henderson,Women's Street Footwear,60,438,26280.0,6083.08,0.23,Outlet
Amazon,1167421,11/13/2021,Southeast,Georgia,Savannah,Men's Street Footwear,41,653,26773.0,7926.86,0.3,Outlet
Foot Locker,1185732,11/13/2021,Midwest,Ohio,Cleveland,Men's Apparel,43,147,6321.0,2240.12,0.35,Outlet
West Gear,1105732,11/13/2021,Midwest,Michigan,Ann Arbor,Men's Apparel,35,134,4690.0,2052.85,0.44,Online
Kohl's,1189833,11/13/2021,South,Mississippi,Hattiesburg,Men's Athletic Footwear,57,235,13395.0,4725.1,0.35,Outlet
West Gear,1105732,11/14/2020,Midwest,Illinois,Peoria,Men's Street Footwear,53,278,14734.0,5048.99,0.34,Outlet
West Gear,1105732,11/14/2020,Northeast,New York,New York,Women's Street Footwear,63,494,31122.0,11367.59,0.37,Outlet
Foot Locker,1185732,11/14/2020,South,Arkansas,Fayetteville,Men's Apparel,30,271,8130.0,3255.71,0.4,Online
Foot Locker,1185732,11/14/2020,South,Mississippi,Gulfport,Women's Apparel,47,141,6627.0,2216.71,0.33,Outlet
West Gear,1105732,11/14/2020,Midwest,Minnesota,Saint Paul,Women's Street Footwear,56,562,31472.0,8129.13,0.26,Outlet
Amazon,1167421,11/14/2020,South,Oklahoma,Tulsa,Men's Street Footwear,56,172,9632.0,3034.77,0.32,Online
Kohl's,1189833,11/14/2020,West,Nevada,Henderson,Women's Apparel,35,310,10850.0,4640.17,0.43,In-store
Kohl's,1189833,11/14/2020,West,Colorado,Aurora,Men's Apparel,57,179,10203.0,4183.06,0.41,Online
Kohl's,1189833,11/14/2020,Midwest,Ohio,Columbus,Women's Apparel,39,334,13026.0,4555.19,0.35,Online
West Gear,1105732,11/14/2020,Southeast,North Carolina,Raleigh,Women's Street Footwear,62,639,39618.0,12369.52,0.31,In-store
West Gear,1105732,11/14/2020,South,Oklahoma,Tulsa,Men's Apparel,53,578,30634.0,8761.64,0.29,Online
Kohl's,1189833,11/14/2020,South,Arkansas,Fayetteville,Men's Apparel,54,536,28944.0,9762.94,0.34,Outlet
Kohl's,1189833,11/14/2020,South,Texas,Dallas,Women's Athletic Footwear,61,299,18239.0,6630.68,0.36,Online
Walmart,1197831,11/14/2020,Southeast,North Carolina,Durham,Men's Athletic Footwear,74,520,38480.0,12757.52,0.33,In-store
West Gear,1105732,11/14/2020,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,63,638,40194.0,12598.49,0.31,In-store
Walmart,1197831,11/14/2020,West,Washington,Seattle,Men's Apparel,29,603,17487.0,7769.34,0.44,Online
Foot Locker,1185732,11/14/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,81,343,27783.0,9165.0,0.33,Online
Sports Direct,1128299,11/14/2021,Midwest,Ohio,Cincinnati,Men's Athletic Footwear,89,214,19046.0,7320.9,0.38,Online
Sports Direct,1128299,11/14/2021,South,Mississippi,Jackson,Women's Athletic Footwear,84,595,49980.0,17432.29,0.35,Outlet
Walmart,1197831,11/14/2021,Midwest,Illinois,Springfield,Women's Athletic Footwear,84,244,20496.0,7953.91,0.39,In-store
Amazon,1167421,11/14/2021,Midwest,Minnesota,Rochester,Men's Street Footwear,61,103,6283.0,1760.73,0.28,Outlet
Walmart,1197831,11/14/2021,Midwest,Indiana,Evansville,Women's Apparel,58,182,10556.0,4401.68,0.42,Online
Amazon,1167421,11/14/2021,Northeast,New York,Rochester,Women's Athletic Footwear,54,330,17820.0,5177.48,0.29,Outlet
Sports Direct,1128299,11/14/2021,Midwest,Michigan,Grand Rapids,Men's Apparel,37,477,17649.0,7866.64,0.45,Online
Kohl's,1189833,11/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,72,404,29088.0,10619.3,0.37,Outlet
Foot Locker,1185732,11/14/2021,West,Oregon,Salem,Women's Athletic Footwear,49,648,31752.0,11139.41,0.35,In-store
Sports Direct,1128299,11/14/2021,West,Nevada,Las Vegas,Women's Athletic Footwear,77,134,10318.0,3200.45,0.31,Online
West Gear,1105732,11/14/2021,Midwest,Ohio,Columbus,Men's Street Footwear,48,672,32256.0,11609.9,0.36,In-store
Kohl's,1189833,11/14/2021,Northeast,Massachusetts,Springfield,Women's Athletic Footwear,69,457,31533.0,7883.65,0.25,Outlet
Walmart,1197831,11/14/2021,West,Colorado,Denver,Women's Athletic Footwear,65,375,24375.0,8089.88,0.33,In-store
Walmart,1197831,11/14/2021,Northeast,Pennsylvania,Allentown,Men's Athletic Footwear,89,627,55803.0,18559.55,0.33,Online
Foot Locker,1185732,11/14/2021,Northeast,New Jersey,Trenton,Women's Street Footwear,60,475,28500.0,10572.74,0.37,Online
Sports Direct,1128299,11/14/2021,South,Mississippi,Hattiesburg,Men's Apparel,27,251,6777.0,1914.76,0.28,Outlet
Kohl's,1189833,11/15/2020,West,Colorado,Denver,Women's Athletic Footwear,65,466,30290.0,9265.98,0.31,Outlet
Amazon,1167421,11/15/2020,Midwest,Minnesota,Rochester,Men's Street Footwear,51,397,20247.0,6477.74,0.32,In-store
Foot Locker,1185732,11/15/2020,Southeast,Florida,Orlando,Men's Apparel,51,546,27846.0,9880.03,0.35,Online
West Gear,1105732,11/15/2020,Midwest,Minnesota,Saint Paul,Men's Street Footwear,58,617,35786.0,10243.9,0.29,Outlet
Foot Locker,1185732,11/15/2020,Midwest,Illinois,Chicago,Women's Apparel,54,593,32022.0,10356.32,0.32,Outlet
Foot Locker,1185732,11/15/2020,Southeast,Georgia,Savannah,Women's Apparel,56,77,4312.0,1317.54,0.31,Online
Amazon,1167421,11/15/2020,Northeast,Pennsylvania,Allentown,Men's Street Footwear,52,417,21684.0,7845.27,0.36,Online
Foot Locker,1185732,11/15/2020,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,67,168,11256.0,4786.49,0.43,In-store
Walmart,1197831,11/15/2020,Midwest,Michigan,Ann Arbor,Women's Street Footwear,40,411,16440.0,5666.03,0.34,In-store
West Gear,1105732,11/15/2020,West,Colorado,Aurora,Men's Apparel,51,625,31875.0,12808.97,0.4,In-store
Walmart,1197831,11/15/2020,South,Louisiana,Shreveport,Women's Street Footwear,55,131,7205.0,2952.34,0.41,In-store
Amazon,1167421,11/15/2020,Midwest,Indiana,Fort Wayne,Men's Street Footwear,46,183,8418.0,3648.46,0.43,Online
West Gear,1105732,11/15/2021,West,Oregon,Portland,Men's Athletic Footwear,57,221,12597.0,5210.24,0.41,Online
West Gear,1105732,11/15/2021,Southeast,Tennessee,Memphis,Women's Street Footwear,67,102,6834.0,3390.47,0.5,In-store
Sports Direct,1128299,11/15/2021,Northeast,New Jersey,Trenton,Men's Apparel,27,315,8505.0,2906.83,0.34,Outlet
Amazon,1167421,11/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,55,303,16665.0,6689.53,0.4,In-store
Amazon,1167421,11/15/2021,South,Mississippi,Gulfport,Women's Apparel,61,539,32879.0,12258.67,0.37,In-store
Kohl's,1189833,11/15/2021,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,57,617,35169.0,10851.36,0.31,In-store
Amazon,1167421,11/15/2021,Midwest,Ohio,Columbus,Women's Street Footwear,36,603,21708.0,7041.47,0.32,In-store
Sports Direct,1128299,11/15/2021,Northeast,Pennsylvania,Allentown,Women's Apparel,58,610,35380.0,9599.23,0.27,Online
West Gear,1105732,11/15/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,88,567,49896.0,15542.96,0.31,Outlet
Foot Locker,1185732,11/15/2021,Northeast,New Jersey,Newark,Men's Apparel,47,198,9306.0,2261.5,0.24,Outlet
Amazon,1167421,11/15/2021,West,California,San Diego,Men's Street Footwear,66,513,33858.0,15879.43,0.47,In-store
Amazon,1167421,11/15/2021,Northeast,New York,Albany,Men's Athletic Footwear,78,151,11778.0,2835.71,0.24,Outlet
Walmart,1197831,11/15/2021,Northeast,New Jersey,Trenton,Men's Apparel,45,543,24435.0,7664.31,0.31,Online
Kohl's,1189833,11/15/2021,West,Colorado,Aurora,Women's Athletic Footwear,60,316,18960.0,5334.67,0.28,Outlet
Amazon,1167421,11/16/2020,Southeast,Georgia,Augusta,Women's Athletic Footwear,62,672,41664.0,12256.51,0.29,Online
West Gear,1105732,11/16/2020,Midwest,Indiana,Evansville,Women's Athletic Footwear,75,372,27900.0,9175.07,0.33,In-store
Amazon,1167421,11/16/2020,Northeast,New York,New York,Women's Apparel,63,187,11781.0,2752.18,0.23,Outlet
Sports Direct,1128299,11/16/2020,Southeast,Virginia,Richmond,Men's Apparel,50,200,10000.0,3468.85,0.35,Online
Foot Locker,1185732,11/16/2020,Northeast,New York,Albany,Men's Athletic Footwear,83,337,27971.0,9039.42,0.32,Online
Foot Locker,1185732,11/16/2020,Southeast,Georgia,Augusta,Men's Apparel,48,137,6576.0,2223.59,0.34,In-store
Kohl's,1189833,11/16/2020,Midwest,Illinois,Springfield,Men's Athletic Footwear,76,254,19304.0,7944.16,0.41,In-store
Foot Locker,1185732,11/16/2020,Southeast,Tennessee,Memphis,Men's Street Footwear,44,103,4532.0,1352.39,0.3,Online
